COD;NOM;IVA;STK;PVP;PRECIO POR MAYOR
027872;ACCESORIOS P/BAÑO ALL PURE X17PCS 31756 7564;15;11;9,0625;9,0179
025601;ACEITE P/CABELLO V/COLORES 125ML 2011880 IBETH PATRICIA RUB*;15;0;6,04;5,6339
013166;ACRILICA FRANCO COBRE 035 60ML 1348;15;0;2,1;2,0625
003671;ACRILICA LANCER DORADA 60ML SH.PA.215;15;0;0,87;0,696
